step,molindx,prediction_error,predicted_value,true_value,mae
575,4283,6.7032,2.2587,8.9619,1.6431
596,37,6.2623,7.5329,13.7952,1.5433
597,3372,6.3091,4.7720,-1.5371,1.5632
598,1022,5.9384,4.9206,10.8590,1.5616
599,1751,6.0365,0.7658,6.8023,1.6125
600,1840,6.1164,7.6070,1.4907,1.6792
601,4129,6.2999,0.7902,7.0901,1.6724
602,1289,6.0305,3.9328,-2.0978,1.5468
603,1844,5.8684,7.8604,13.7289,1.4945
604,1965,5.9631,7.1592,13.1224,1.5832
605,4382,6.1766,2.5646,-3.6119,1.5481
606,2739,6.3327,5.1932,-1.1394,1.5644
607,4358,5.9442,4.3348,-1.6094,1.5401
608,4604,6.1261,2.0554,8.1814,1.5858
609,1440,5.8329,2.6140,-3.2189,1.5909
610,3973,5.8486,-3.0252,-8.8738,1.6007
611,4405,6.2829,3.1950,-3.0879,1.5097
613,3855,6.0947,1.0891,-5.0057,1.6354
614,3700,6.1265,6.1686,0.0421,1.6301
615,3045,5.8342,7.8535,13.6877,1.5389
616,3132,5.8431,3.4255,9.2686,1.6023
617,4601,6.0456,4.9062,-1.1394,1.5501
618,4398,6.1066,7.3914,13.4981,1.6271
619,2133,6.5507,3.5550,-2.9957,1.4275
621,3854,6.1110,3.8171,9.9282,1.6148
622,2611,6.0034,3.7001,-2.3033,1.5838
623,2156,6.1057,4.8964,11.0021,1.5166
624,3151,5.9792,3.6766,-2.3026,1.5054
625,4575,6.8168,1.3200,-5.4968,1.5316
626,1630,5.8680,-0.1643,-6.0323,1.4971
629,3129,6.0016,0.3441,6.3457,1.6284
630,45,6.0696,7.3410,13.4106,1.4959
632,4027,6.3379,7.0057,0.6678,1.5026
633,4056,5.8326,5.1977,-0.6349,1.5430
634,3833,5.8690,2.8733,-2.9957,1.5728
635,2892,5.9351,1.5923,-4.3428,1.6195
636,2968,5.9465,4.7427,-1.2038,1.5583
637,2671,6.0813,2.3924,-3.6889,1.6000
638,4518,6.1338,0.7740,6.9078,1.6081
639,2289,5.8445,-0.7419,-6.5864,1.5076
640,3259,5.9066,7.9088,13.8154,1.4907
641,4327,6.3511,-0.3725,-6.7236,1.5607
642,963,5.8462,7.5538,13.4000,1.5526
647,1827,5.9706,5.0543,-0.9163,1.5938
648,4513,5.9391,3.6345,-2.3046,1.6146
649,3223,5.9122,6.6054,0.6932,1.5644
650,3725,5.9556,5.7724,11.7280,1.5968
652,1052,6.0167,6.2286,12.2453,1.5172
654,2632,5.9252,0.7212,6.6464,1.6077
656,3407,5.9031,1.0047,6.9078,1.5868
658,3850,5.9013,3.6167,9.5180,1.6310
660,3613,6.2785,2.3665,-3.9120,1.6135
663,2942,6.1162,4.9122,-1.2040,1.5062
665,3159,5.8628,-0.6264,-6.4891,1.5811
666,2169,5.9554,2.5040,-3.4514,1.4629
668,2399,5.8415,-4.4552,1.3863,1.5738
672,4432,5.9452,-0.2413,5.7038,1.5179
673,489,5.8259,3.8913,9.7172,1.5668
678,2051,6.0911,2.6615,-3.4295,1.5208
680,2893,5.8429,3.0108,8.8537,1.5462
682,2977,6.5457,-0.3621,-6.9078,1.4922
683,2760,6.0434,-0.8644,-6.9078,1.5637
685,1411,5.9402,4.9628,-0.9774,1.5527
688,1177,5.8839,5.1907,-0.6932,1.5713
694,4164,5.9102,-2.6583,-8.5685,1.5020
695,4475,6.2200,2.6337,-3.5863,1.6133
697,2527,5.8319,0.1596,5.9915,1.6282
698,3502,5.9923,-0.9156,-6.9078,1.5894
700,1645,5.9916,5.9916,0.0000,1.5445
702,2149,6.2466,6.1413,-0.1054,1.5379
704,1644,5.8839,5.3677,11.2516,1.5504
709,3646,6.0146,4.8107,-1.2040,1.5012
724,2397,5.8699,7.4794,1.6094,1.5050
726,330,5.9039,7.4336,13.3375,1.4665
728,3314,5.9109,5.6878,-0.2231,1.5314
732,3873,5.8441,0.3226,-5.5215,1.5323
745,3639,5.8703,1.4962,-4.3741,1.5374
748,828,5.8318,-1.7768,4.0550,1.4944
766,2683,5.8689,4.8018,-1.0671,1.5010
773,3054,5.8333,2.7757,-3.0576,1.5564
776,3121,6.1775,2.1601,-4.0174,1.5430
795,4567,5.9120,-0.5837,-6.4957,1.5596
814,2823,5.9119,2.1571,8.0690,1.4269
827,2569,5.8259,8.0231,2.1972,1.5210
845,2272,6.1203,2.0279,-4.0923,1.4899
852,237,5.8363,3.3106,-2.5257,1.4728
855,2062,6.0641,6.9643,0.9002,1.4926
864,230,5.9977,3.4720,-2.5257,1.4914
878,2635,5.8126,5.7072,-0.1054,1.4290
883,2041,5.8626,2.7390,-3.1236,1.5395
892,615,5.9601,7.3248,13.2849,1.4766
913,2221,5.5940,-0.0726,5.5215,1.4388
914,3038,6.2287,-0.2372,5.9915,1.5686
915,439,5.5044,5.3154,10.8197,1.5609
916,1800,5.6781,3.1523,-2.5257,1.3851
917,864,5.3685,8.4339,13.8024,1.4390
918,1502,5.5048,4.3064,-1.1985,1.5803
919,755,5.5895,7.6307,2.0412,1.5248
920,2764,5.3543,8.4612,13.8155,1.4467
921,774,5.4302,3.7155,-1.7147,1.4316
922,1295,5.4273,6.5303,11.9576,1.4763
923,3036,5.5345,3.6374,-1.8971,1.4755
924,2959,5.8196,7.5424,1.7228,1.5628
925,122,5.4949,0.6243,6.1192,1.4922
926,2199,5.4380,3.5409,-1.8971,1.4908
927,898,5.4014,4.5974,9.9988,1.4804
928,3017,5.4399,4.6867,10.1266,1.4876
929,4338,5.6739,2.4749,-3.1991,1.5423
930,2791,5.2717,2.4584,-2.8133,1.4776
932,1647,5.3953,5.3953,-0.0000,1.4970
934,346,5.4091,8.3230,13.7321,1.5320
935,876,5.4361,1.8641,-3.5720,1.4922
936,2067,5.4972,3.8872,-1.6100,1.4961
938,2407,5.5599,0.0385,5.5984,1.5626
939,4340,5.4494,4.8595,10.3089,1.5622
940,219,5.6343,5.6342,-0.0000,1.4307
942,4200,5.4130,-2.6035,-8.0164,1.4708
944,3740,5.7937,2.2872,-3.5066,1.5625
946,4589,5.7399,1.4302,7.1701,1.4314
950,2564,5.8104,-0.4042,-6.2146,1.4686
952,2633,5.6613,3.3596,-2.3016,1.5107
953,2556,5.3605,-0.8541,-6.2146,1.4804
954,3460,5.3961,0.7198,6.1159,1.3960
955,2058,5.5386,-1.1703,-6.7089,1.4857
956,2044,5.4681,-1.5561,3.9120,1.4659
959,1873,5.4191,3.0112,-2.4079,1.4275
960,3826,5.2869,7.0951,1.8083,1.4790
961,3564,5.2745,3.6138,-1.6607,1.5094
962,1862,5.4677,1.1916,6.6593,1.4966
963,1282,5.2994,7.3121,12.6115,1.4864
965,3783,5.3561,8.3793,13.7354,1.4527
967,214,5.5647,1.7479,-3.8168,1.5169
968,3388,5.4111,5.3679,10.7790,1.4916
969,1802,5.2411,2.4995,7.7406,1.4949
972,227,5.4269,2.4311,-2.9957,1.4652
973,3103,5.2510,6.4142,1.1631,1.5089
974,1258,5.2428,-2.5084,2.7344,1.4722
979,3717,5.6598,5.7708,11.4307,1.3998
980,513,5.3859,2.2393,-3.1466,1.5186
981,4175,5.4838,6.8577,12.3415,1.4979
985,1000,5.2302,6.1669,0.9367,1.4683
986,2267,5.4032,3.1532,8.5564,1.4029
987,3808,5.5851,3.5372,-2.0479,1.5164
988,3225,5.3386,3.8904,-1.4482,1.4644
990,3509,5.3019,6.2429,0.9410,1.4650
996,2804,5.6120,0.7030,-4.9090,1.4662
998,1583,5.6550,0.3364,5.9915,1.5163
999,2465,5.3966,8.4188,13.8154,1.5292
1006,884,5.8740,7.0252,12.8992,1.4762
1012,339,5.3078,8.0676,13.3755,1.4138
1013,2486,5.3163,6.2356,11.5518,1.5092
1018,3446,5.2482,-1.3361,3.9120,1.3831
1028,564,5.3467,6.4009,1.0542,1.4726
1036,3101,5.3178,3.5634,-1.7545,1.5309
1038,402,5.4216,4.7144,-0.7073,1.5377
1039,3258,5.3587,4.8311,-0.5276,1.4524
1052,3947,5.2389,1.9540,7.1929,1.3978
1056,2579,5.2766,2.2769,-2.9997,1.5262
1060,4496,5.3627,-0.7297,-6.0924,1.4918
1061,4634,5.3445,1.0900,-4.2545,1.5369
1067,2111,5.6837,3.0787,-2.6050,1.4929
1068,1339,5.2418,7.2644,12.5062,1.4321
1075,4571,5.4167,2.4659,-2.9508,1.4567
1078,4587,5.2406,1.9411,-3.2995,1.5055
1080,1909,5.4356,1.5237,-3.9120,1.5255
1089,1215,5.3780,1.8714,-3.5066,1.4059
1091,3304,5.3403,3.8261,-1.5141,1.4622
1099,3059,5.2529,1.4849,-3.7679,1.5405
1108,3661,5.4729,5.3738,10.8468,1.4343
1110,3316,5.3659,-0.0669,5.2991,1.4418
1111,1054,5.2387,2.3620,7.6007,1.4183
1114,254,5.2927,7.9641,13.2569,1.4270
1116,2025,5.4949,4.2909,-1.2040,1.4565
1119,3851,5.2751,5.5447,10.8198,1.4634
1120,2542,5.2714,6.2110,11.4825,1.4298
1121,194,6.9079,4.4998,-2.4081,1.4748
1124,3435,5.2830,0.5047,-4.7783,1.4363
1129,4562,5.3018,4.7283,10.0301,1.5070
1130,2596,5.3801,2.2885,7.6686,1.5042
1135,4142,5.2936,0.3887,-4.9049,1.4356
1139,4124,5.2441,-1.8872,-7.1312,1.4941
1144,986,6.1285,1.2240,7.3524,1.3913
1146,2130,5.5152,4.8972,-0.6180,1.4267
1151,3434,5.3483,5.7801,0.4318,1.3872
1152,1446,5.2820,2.0509,7.3330,1.5055
1154,372,5.2632,4.3469,-0.9163,1.3729
1155,405,5.2434,2.8276,8.0709,1.4327
1167,1711,5.3082,2.8805,8.1887,1.5489
1180,213,5.3752,3.7658,-1.6094,1.3843
1182,3884,5.6980,0.1120,-5.5860,1.4119
1195,2591,5.2959,1.0343,-4.2616,1.3902
1196,359,5.3865,4.0470,9.4335,1.4411
1199,2213,5.4257,7.0351,1.6094,1.5163
1202,2636,5.3956,-0.1259,-5.5215,1.4676
1212,2373,5.4646,-9.8249,-15.2895,1.5130
1218,1892,5.3112,3.2710,-2.0402,1.5651
1232,287,5.2354,5.3307,0.0953,1.4209
1236,1378,5.3713,8.1157,13.4870,1.4271
1246,1286,5.3517,3.0491,-2.3026,1.4453
1267,680,5.0688,6.1547,11.2236,1.3997
1268,4141,4.8002,9.9932,5.1930,1.4451
1269,893,5.5605,2.9012,-2.6592,1.4231
1270,1676,4.8244,4.0293,8.8537,1.5020
1271,4544,4.7504,1.8007,6.5511,1.4445
1272,2532,4.8690,6.2040,1.3350,1.4522
1273,2688,4.9388,-0.3595,-5.2983,1.4323
1274,3793,4.8978,5.1749,0.2771,1.4340
1275,3148,4.7490,4.7491,0.0001,1.4103
1276,2626,4.8224,5.6552,0.8328,1.4766
1277,2654,5.1023,6.8159,11.9182,1.4504
1278,4186,4.9729,8.6801,13.6530,1.4854
1279,3643,4.8838,5.9824,1.0986,1.4944
1280,3781,4.9893,2.3885,7.3778,1.4444
1281,3713,5.1487,2.9414,-2.2073,1.3826
1282,2921,4.7838,6.0308,1.2470,1.4059
1283,4511,4.8211,4.0001,-0.8210,1.4342
1284,2014,4.7110,2.8899,7.6009,1.4087
1285,123,4.9655,3.5712,-1.3943,1.4587
1286,3625,4.9168,1.0536,-3.8632,1.4382
1287,2852,4.9546,5.0499,0.0953,1.4252
1288,4276,4.9102,5.3404,10.2506,1.4597
1289,2380,5.2844,2.5511,-2.7334,1.3875
1291,3777,4.7911,3.2350,8.0262,1.4391
1292,1848,4.7844,2.2186,7.0031,1.4404
1293,2640,4.8957,1.7636,6.6593,1.4744
1294,2124,4.7807,0.2498,5.0304,1.3953
1295,1017,4.8866,6.5210,11.4076,1.4224
1296,2621,4.9304,3.1713,8.1017,1.4402
1297,778,4.7590,3.6564,-1.1026,1.3868
1299,2608,4.9277,6.5372,1.6094,1.4469
1300,2524,5.1221,0.5170,-4.6052,1.4224
1301,3659,4.8480,3.6768,-1.1712,1.4231
1303,4068,4.9493,1.1168,6.0661,1.3951
1305,2957,4.7311,9.0844,13.8155,1.4589
1306,4316,4.7956,-1.1116,-5.9072,1.3922
1309,3492,4.7367,2.4352,-2.3015,1.4696
1310,25,4.7944,8.3279,13.1224,1.4053
1311,3729,4.7346,3.8779,8.6125,1.4560
1312,420,5.0219,8.1005,13.1224,1.4087
1313,3904,4.8770,-0.5595,4.3175,1.4292
1314,2945,5.1109,5.7539,0.6430,1.4665
1315,2873,5.8819,1.3811,-4.5008,1.4224
1316,1523,4.9006,5.2653,10.1659,1.4342
1317,2582,6.6372,4.9444,-1.6928,1.3487
1318,2704,4.7909,3.8833,8.6742,1.3258
1319,3577,4.9836,8.3848,3.4012,1.3796
1321,3293,4.7781,4.2504,-0.5276,1.4110
1322,401,4.7662,0.0213,4.7875,1.3619
1323,1607,4.9384,7.9355,12.8739,1.3786
1324,1332,4.9568,2.0195,-2.9374,1.4273
1325,1176,4.8037,5.1401,0.3365,1.4098
1326,2362,4.9642,2.2216,-2.7426,1.4468
1329,1164,4.8668,1.8711,-2.9957,1.4813
1330,55,4.9084,4.6853,-0.2231,1.4214
1332,3710,4.7106,1.0987,-3.6119,1.3732
1333,4298,4.8245,8.0747,12.8992,1.4322
1334,2429,4.9449,4.5445,-0.4005,1.3856
1335,848,4.7962,4.4121,-0.3842,1.3735
1336,99,5.2004,4.4870,-0.7134,1.4048
1337,2785,4.8869,4.1776,-0.7093,1.4471
1344,4041,4.7087,3.1142,-1.5945,1.4135
1346,2738,4.9972,0.3920,-4.6052,1.4259
1347,1357,5.0764,5.0763,-0.0001,1.3431
1349,1949,4.7275,2.0683,-2.6593,1.3685
1350,3207,4.7140,1.2774,5.9915,1.4693
1351,1571,4.8154,5.4032,0.5878,1.3472
1352,3235,5.2929,1.2054,6.4983,1.4019
1354,2668,4.7775,3.5998,-1.1777,1.4482
1355,1139,4.7257,-1.0257,3.6999,1.3964
1356,1659,4.7824,1.1705,-3.6120,1.3920
1357,4450,4.7506,-1.1693,3.5813,1.2992
1361,3224,4.8115,8.0879,12.8994,1.3616
1362,4325,4.9118,-3.3420,-8.2538,1.4573
1366,1705,4.7173,2.5281,-2.1893,1.3847
1368,3745,5.3010,-0.1372,5.1638,1.4406
1369,2137,4.8732,3.2787,8.1519,1.4215
1370,4053,4.8088,2.4648,-2.3440,1.3976
1371,4025,4.8847,4.9189,9.8037,1.3485
1372,3645,4.7239,1.4181,6.1420,1.3647
1373,1778,4.7412,6.8670,11.6082,1.3858
1376,3152,4.7180,3.5140,-1.2040,1.4699
1380,4561,4.9429,1.4081,6.3510,1.4302
1381,2116,4.7390,3.0729,-1.6661,1.3367
1385,1214,5.0599,-8.4555,-13.5154,1.4125
1389,2713,5.2419,2.2659,-2.9759,1.3313
1391,3920,4.8247,7.7321,12.5567,1.3771
1395,3602,4.8724,2.0353,6.9078,1.3378
1397,3676,5.0229,3.0850,-1.9379,1.4564
1401,2528,4.8565,2.3554,-2.5010,1.3280
1402,3270,4.7484,5.9536,1.2052,1.4142
1403,4523,4.8577,-2.9667,-7.8243,1.3856
1406,1366,4.7958,2.7933,-2.0025,1.3511
1407,1685,4.8197,6.1623,10.9820,1.4215
1409,1890,4.8844,2.1630,7.0474,1.3419
1410,1401,4.7101,4.6047,-0.1054,1.3763
1412,2375,4.8892,4.8892,0.0001,1.4281
1415,4607,4.8422,4.6190,-0.2231,1.3295
1416,2720,4.8783,5.9533,1.0750,1.3482
1418,2882,4.7443,2.6459,7.3902,1.3497
1430,3999,4.7215,3.4837,-1.2379,1.3542
1433,3789,4.7576,2.6736,7.4312,1.3597
1435,2557,4.9008,2.9057,-1.9951,1.4395
1439,1066,4.8832,-8.7839,-13.6671,1.4171
1440,2574,4.9388,2.7760,-2.1628,1.3125
1446,940,4.7821,2.9886,7.7707,1.4549
1448,3944,4.9037,1.3346,6.2383,1.3615
1461,981,4.8193,3.4209,-1.3984,1.3483
1477,13,4.8043,5.2980,10.1023,1.3933
1487,2320,4.7462,3.2137,-1.5325,1.3974
1490,3566,4.8486,-0.3544,-5.2030,1.3396
1492,2522,4.7547,0.5435,5.2982,1.4049
1503,2589,4.8054,-8.6665,-13.4719,1.3735
1512,2382,4.7890,-1.9736,2.8154,1.3649
1520,4556,4.7194,-0.2283,-4.9477,1.3844
1525,4250,4.8531,-0.4533,-5.3063,1.3560
1533,2547,4.7962,8.1690,12.9652,1.3822
1544,3965,4.7157,3.4789,-1.2368,1.4099
1551,3870,4.7839,4.4962,-0.2877,1.3604
1565,1799,4.7209,1.7251,-2.9958,1.4147
1569,2674,4.7140,5.8422,1.1282,1.4852
1578,989,4.7703,5.0326,0.2623,1.3368
1586,2358,4.8895,3.8428,8.7323,1.3779
1600,2343,4.7532,5.2232,0.4700,1.3531
1603,3714,5.1084,3.1680,8.2764,1.3194
1624,4400,4.5037,-0.1741,-4.6777,1.4270
1625,143,4.7385,7.5717,2.8332,1.3717
1626,4275,4.8481,3.3737,-1.4744,1.3513
1627,686,4.4818,5.3147,0.8329,1.3327
1629,4005,4.4353,4.8969,9.3322,1.3043
1630,4566,4.4496,3.7187,-0.7309,1.3410
1631,2581,4.2901,0.8480,-3.4421,1.3422
1632,639,4.3936,7.7948,3.4012,1.3001
1633,4614,4.5333,5.1211,0.5878,1.4122
1634,2781,4.3945,4.3001,-0.0943,1.2690
1635,4251,4.6510,5.3386,0.6876,1.3294
1636,2912,4.3058,6.6963,11.0021,1.3439
1637,3500,4.3775,-0.2276,-4.6052,1.3225
1638,73,4.3512,4.8069,9.1582,1.2893
1639,1876,4.2835,6.2984,2.0149,1.3194
1640,2544,4.4250,1.9797,-2.4453,1.3286
1641,1482,4.5188,6.5522,2.0334,1.4244
1642,1996,4.8348,5.7618,10.5966,1.3411
1643,3450,4.6826,5.0345,9.7172,1.3420
1644,3040,4.3131,8.4673,4.1542,1.3601
1645,2848,4.6063,4.1341,8.7404,1.3309
1647,2860,4.6811,3.8426,8.5237,1.3959
1648,4286,4.4016,8.7874,4.3858,1.3626
1651,2480,4.6171,5.0292,0.4121,1.3563
1653,2073,4.4188,6.8315,11.2503,1.3523
1655,998,4.4842,6.3356,10.8198,1.4143
1656,1609,4.5392,6.8518,2.3125,1.3714
1657,2539,5.0600,2.1413,-2.9187,1.3777
1658,1916,4.2642,6.0967,10.3609,1.3318
1659,1691,4.4004,6.0049,10.4053,1.3559
1660,3474,4.4990,3.9012,-0.5978,1.4063
1661,256,4.3481,3.0388,-1.3093,1.2629
1663,3841,4.2777,3.9781,8.2558,1.3962
1664,2009,4.6926,0.4589,-4.2336,1.3611
1665,3903,4.2785,0.0721,-4.2064,1.3595
1666,1432,4.5302,2.9199,7.4501,1.3260
1667,2716,4.4433,4.5386,0.0953,1.3716
1669,3885,4.2889,8.8474,13.1363,1.3140
1670,2537,4.3109,4.7131,9.0240,1.3356
1671,847,4.4211,5.3373,0.9162,1.3429
1673,2321,4.3699,3.8594,-0.5105,1.3145
1674,3126,4.3766,8.9816,4.6050,1.2625
1675,707,4.2892,8.8944,4.6052,1.3735
1676,4380,4.5046,0.6555,-3.8491,1.3910
1677,1006,4.2948,-0.3104,-4.6052,1.3932
1678,1981,4.9087,5.8258,0.9171,1.3658
1679,757,4.2513,5.1902,9.4414,1.3065
1680,3451,4.4111,5.5098,1.0987,1.2861
1681,4388,4.4808,0.8622,-3.6186,1.3315
1684,57,4.4407,4.7772,0.3365,1.3226
1685,1915,4.4592,-0.4336,-4.8929,1.3420
1686,3784,4.3034,6.6007,10.9041,1.3167
1687,1103,4.3975,7.1155,11.5129,1.3327
1688,2682,4.3056,1.7798,-2.5257,1.4232
1689,1493,5.6162,2.4220,-3.1942,1.3802
1691,3900,4.4683,0.3758,-4.0925,1.3233
1692,3695,4.2692,5.6555,1.3863,1.3539
1694,1010,4.2644,4.2701,0.0057,1.3080
1695,2730,4.2535,2.6084,-1.6451,1.2919
1697,2835,4.4919,5.8656,1.3737,1.3386
1698,2849,4.5724,-7.8568,-12.4292,1.2991
1700,1748,4.5557,7.5515,2.9957,1.3232
1702,785,4.5028,3.0971,-1.4057,1.3075
1706,3963,4.3443,4.8143,0.4700,1.4452
1707,1796,4.3426,4.5657,0.2231,1.2711
1708,3889,4.4670,5.2554,0.7885,1.2978
1709,2578,4.2390,4.5896,0.3506,1.2851
1712,2914,4.3934,5.1746,9.5680,1.3345
1715,3463,4.4417,3.6600,8.1017,1.3548
1717,2903,4.4760,-7.8579,-12.3339,1.3767
1720,4215,4.4571,-0.8492,-5.3063,1.3456
1721,3067,4.4932,1.9083,-2.5849,1.3675
1723,3761,4.4277,4.9584,0.5306,1.4281
1730,544,4.4837,5.9878,1.5041,1.3524
1731,19,4.3423,5.3355,0.9932,1.2934
