molindx,Temperature,logS,rdf_eeq,rdf_alp,sdc,sdx,sa,dga,dgp,dgtot
788,298.15,8.03916,-0.27973,5459.94913,5.351,0.0,1.5156,-1.6662,-34.8655,-27.4405
789,298.15,-4.84971,-0.08059,16877.54271,3.4779,0.0,0.9317,-1.0202,-24.9932,-25.5456
790,295.15,8.69951,-0.69551,15963.1589,10.2044,0.0,4.1427,-0.0934,-88.8044,-55.8845
791,293.15,6.21461,-0.52846,15885.98558,7.5216,0.9022,2.4235,-7.8949,-56.5114,-64.4062
792,295.15,0.0,-0.22003,13787.91369,5.6127,0.0,1.9916,-6.9032,-48.3652,-49.0438
793,293.15,2.70805,-0.67985,21266.52692,8.813,1.0135,4.5205,1.4525,-101.4778,-82.3313
795,298.15,7.24423,-0.21629,5276.61298,2.9018,0.78,1.1529,2.1889,-27.7138,-25.5249
796,293.15,4.76217,-0.1919,5017.73882,4.9911,0.0,1.27,-1.8758,-31.2586,-25.7315
797,293.15,5.13582,-0.20482,6565.09087,2.6268,0.8197,1.3341,3.7317,-31.4207,-27.2405
798,298.15,4.77912,-0.05889,4189.32704,2.4955,0.0,0.5387,0.4223,-14.8909,-14.4685
799,298.15,-5.60956,-0.08118,16877.47182,3.5538,0.0,0.9689,-1.0216,-25.9339,-26.6447
800,295.15,8.86705,-0.78656,15012.11174,8.9308,0.9349,4.1232,-4.4078,-89.2769,-74.5528
801,298.15,-5.60956,-0.07902,16867.80233,3.449,0.0,0.9132,-1.0222,-24.5334,-25.0754
802,298.15,-1.76086,-0.0888,14777.49977,3.6414,0.0,0.779,-2.5561,-21.563,-23.8179
803,298.15,9.4727,-0.66616,9418.60282,6.7082,1.5802,3.1934,-1.2348,-68.1928,-69.4276
804,298.15,1.94489,-0.53001,19172.88898,8.4848,0.0,3.3591,-0.466,-68.7436,-34.0569
805,303.15,3.64545,-0.614,21874.32934,10.716,0.0,3.6471,-4.942,-82.853,-62.8766
806,293.15,1.01157,-0.52222,20719.54328,5.4139,0.0,2.0554,9.9168,-45.9668,-25.6295
807,298.15,7.45078,-0.81001,12990.15893,6.5491,2.1095,3.4521,-7.5297,-72.4445,-79.9741
808,298.15,-1.8378,-0.09933,12785.95686,4.1548,0.0,0.7796,-4.0899,-22.0432,-26.1331
809,298.15,4.78723,-0.05592,4204.70209,2.2248,0.0,0.4073,0.423,-11.5656,-10.6931
810,298.15,7.79729,-0.24331,5575.80346,3.8646,0.0,0.8685,1.3864,-16.6317,-15.2453
811,293.15,8.51719,-0.49753,3804.40959,1.9305,0.9102,2.414,-6.7575,-41.9659,-39.3584
812,298.15,5.49717,-1.33645,25881.8557,8.7335,2.1635,5.2081,-6.7978,-104.2596,-95.9862
813,293.15,-3.25504,-0.09881,12796.29554,4.095,0.0,0.7659,-4.0906,-21.6679,-25.7585
814,293.15,4.38203,-0.47499,20029.81154,8.1617,0.0,3.5882,-1.2348,-73.7637,-46.533
815,298.15,3.29584,-0.32776,5741.49327,3.0692,1.0583,1.6318,-1.5959,-37.6023,-39.1982
816,298.15,2.56482,-0.56478,20520.00547,5.6492,0.0,3.1111,-8.1708,-68.3515,-52.7044
817,293.15,5.70378,-0.42045,15678.62333,7.3543,0.0,3.5175,-3.4695,-71.7024,-46.8356
818,293.15,-6.50166,-0.07024,19148.75855,2.9924,0.0,0.937,0.5137,-24.6766,-23.5363
819,298.15,3.55535,-0.262,9937.30287,5.5142,0.0,1.2113,-0.8795,-29.8922,-30.7716
821,295.15,7.46716,-0.29115,8896.43891,5.1633,0.0,1.5024,-9.2914,-32.3324,-37.9654
822,293.15,-1.28374,-0.0904,14763.94916,3.867,0.0,0.8835,-2.5546,-24.2169,-26.3498
823,308.15,4.21313,-0.05944,4712.41609,2.5318,0.0,0.5603,0.6828,-15.43,-14.7472
824,293.15,-0.35663,-0.52206,28117.89921,7.391,0.0,2.9216,1.1709,-67.2996,-34.2939
825,295.15,3.83257,-0.49997,11285.86978,5.4412,0.8935,1.6257,2.7584,-38.0233,-35.265
826,293.15,-5.21039,-0.05631,21627.31933,2.2305,0.0,0.8832,2.0451,-22.7239,-20.2362
828,298.15,4.05496,-0.31878,12316.76339,1.8128,1.1635,1.8959,4.6575,-41.6861,-34.4086
829,293.15,-0.52678,-0.34787,19356.41804,6.0175,0.0,2.263,8.5534,-51.6981,-26.2042
830,293.15,3.63231,-0.0488,4798.59968,2.0982,0.0,0.5706,1.6965,-15.2777,-13.2568
831,293.15,6.15273,-0.62069,9134.98739,5.5367,0.7847,2.1706,2.1813,-45.6811,-35.5295
832,301.15,5.29889,-0.30486,8198.98701,3.1755,1.075,1.7756,1.9104,-41.0705,-38.9693
833,298.15,9.30565,-0.24663,3853.37254,4.9042,0.0,2.1837,-0.6755,-49.5658,-38.623
834,298.15,4.3108,-0.05467,4736.3386,2.192,0.0,0.3733,0.6851,-10.739,-9.6761
835,293.15,1.84372,-0.95565,25842.14981,6.4702,1.1784,4.4126,-7.8437,-87.958,-66.6561
836,293.15,7.29987,-0.44716,11497.22672,6.3173,0.0,1.9366,-3.3366,-41.7405,-35.0025
837,293.15,7.64959,-0.81695,11769.36535,8.28,0.0,4.4446,-5.7381,-85.4339,-60.2736
838,293.15,8.85371,-0.88213,8902.11964,4.7907,3.4913,4.358,-4.8904,-95.525,-100.4155
839,293.15,4.70048,-0.50011,22395.79312,8.6618,0.0,3.5827,-0.1236,-73.8274,-45.6341
840,293.15,-3.56026,-0.08029,16886.77976,3.4568,0.0,0.9277,-1.0203,-24.8803,-25.2359
842,298.15,5.19295,-0.68868,23590.04189,7.9461,0.5065,2.5705,9.4645,-51.4451,-41.9806
844,289.15,7.16964,-0.51573,4976.45698,2.7693,2.5489,2.6439,-5.113,-59.8857,-62.0133
845,298.15,5e-05,-0.17352,9977.93901,1.6666,0.0,1.3772,-2.2723,-25.3024,-25.3743
846,293.15,2.398,-0.4618,19731.05515,6.761,0.0,2.8595,7.778,-64.2671,-20.736
847,293.15,0.91622,-0.90497,27123.91779,10.3143,0.0,4.2619,-1.3722,-83.9624,-42.148
849,298.15,7.07327,-0.37369,4298.88454,3.941,0.9066,1.5852,-2.792,-36.1253,-38.9173
851,298.15,5.43812,-0.5942,14785.2959,6.827,0.546,2.5325,5.0323,-50.012,-44.9797
852,295.15,7.40822,-0.26135,4891.94202,2.6975,1.2307,1.2496,-1.6372,-24.8777,-26.515
853,293.15,1.39928,-0.40497,23302.51889,7.0144,0.0,2.5502,-0.9035,-59.0889,-36.5852
854,298.15,3.30689,-0.29059,10779.52901,5.4317,0.0,2.3548,-14.7764,-49.6905,-56.459
855,293.15,2.92316,-1.16254,21616.816,8.3215,2.4611,4.9618,-4.4319,-96.7095,-89.4787
856,295.15,7.87474,-0.30366,5465.17467,5.3046,0.0,1.5656,-1.77,-35.5001,-27.63
857,293.15,2.16951,-0.26075,9632.22788,5.9787,0.0,1.8553,-7.7541,-46.4856,-54.2397
858,298.15,-5.6474,-0.07002,19180.05648,2.935,0.0,0.9594,0.5126,-25.1494,-24.3004
859,295.15,7.54872,-0.70315,13130.26433,8.0223,1.0333,3.9037,-5.5323,-84.4589,-71.5491
860,298.15,6.90779,-0.86416,19367.98223,8.8621,1.0809,3.8459,-2.007,-78.6714,-67.0406
862,298.15,8.92266,-0.30182,2962.47109,2.0568,1.0534,1.3321,-3.2509,-30.0228,-33.6664
863,298.15,6.85643,-0.90732,18042.06071,6.7121,3.309,4.2503,-10.1197,-95.8814,-106.0011
865,293.15,7.17022,-0.31086,4916.32191,0.0,1.2861,1.4413,0.8669,-30.5596,-28.2212
866,298.15,8.51726,-0.31339,4738.28336,3.0939,1.072,2.1616,-0.636,-51.2964,-45.8614
867,293.15,10.859,-0.18124,3380.69056,3.2602,0.0,0.8134,-0.971,-15.3935,-16.3645
868,298.15,-3.14218,-0.0878,14781.39133,3.5012,0.0,0.7211,-2.5554,-20.0788,-22.0579
869,293.15,9.54681,-0.53438,9370.53256,6.7799,1.1679,2.9704,2.3344,-65.4265,-55.5638
870,298.15,3.35156,-0.38491,24981.3397,6.9177,0.0,2.6286,-14.3105,-50.3827,-49.7215
871,293.15,5.86647,-0.283,5306.74161,4.7604,0.0,1.4028,-4.1457,-32.6632,-29.0686
872,293.15,0.40535,-0.54044,32480.13901,8.6763,0.0,2.9254,2.268,-61.9309,-39.7845
873,298.15,6.88751,-0.51452,10527.76206,6.072,0.5344,2.4879,-1.5942,-49.0813,-50.6755
874,298.15,7.24434,-0.24481,3392.19881,2.8942,1.085,1.8474,-3.4886,-43.7597,-44.0247
875,293.15,6.36303,-0.9894,24990.86354,10.9923,1.8212,5.2645,3.2367,-117.638,-97.0138
877,293.15,0.91627,-0.28227,9695.41987,3.9852,0.0,1.6406,-5.7004,-32.3038,-30.5869
878,298.15,-7.19153,-0.05724,21553.56121,2.2534,0.0,0.8264,2.0453,-21.4136,-18.7289
879,298.15,6.37764,-0.08832,2818.59132,2.7454,0.0,0.7576,-0.6299,-20.2479,-20.8778
881,298.15,3.3322,-0.49561,21389.90937,7.7001,0.0,2.7685,9.3022,-63.055,-22.8221
882,295.15,7.78353,-0.68695,17111.03936,9.9287,0.0,3.9977,-3.3907,-86.164,-59.4438
883,298.15,12.76569,-0.18429,3379.73167,3.2334,0.0,0.8225,-0.9641,-15.4553,-16.4193
885,293.15,8.5172,-0.33268,10498.83236,7.3775,0.0,2.2254,-4.9502,-52.7266,-54.0282
887,298.15,6.88755,-0.37256,4294.65034,3.7068,0.9923,1.5506,-2.792,-35.457,-38.2491
888,294.15,2.99573,-0.49394,14725.71054,7.1557,0.0,2.502,-9.423,-56.8752,-54.1193
889,283.15,8.51722,-0.96272,7421.61383,2.4047,4.9784,4.2406,-5.9195,-93.2881,-99.2076
890,293.15,8.65869,-0.26744,4299.26133,4.4549,0.0,1.4167,-2.7741,-32.3448,-27.2175
891,298.15,4.29051,-0.33007,11882.73208,4.9715,0.8278,2.1897,8.0952,-50.8575,-42.5341
892,293.15,-3.8596,-0.08186,16910.44273,3.4264,0.0,0.9533,-1.0205,-25.4527,-26.1768
894,298.15,-2.48482,-0.0957,12807.27845,3.9299,0.0,0.6815,-4.0912,-19.5399,-23.1425
895,290.15,6.10921,-0.82685,17300.94526,9.9667,0.9912,4.2387,1.038,-94.261,-78.4368
896,290.15,7.27932,-0.67909,15417.9762,6.8479,1.8587,3.0669,-9.1139,-67.4469,-76.5607
897,293.15,-1.22761,-0.09711,12813.72529,3.9124,0.0,0.6878,-4.09,-19.6717,-23.2615
899,293.15,6.13116,-0.75786,17122.15267,6.2723,2.1081,3.3705,-9.9186,-76.0833,-86.0019
900,298.15,2.77249,-1.15712,29943.94089,8.9974,1.1185,5.5876,-9.2398,-112.8706,-85.4108
901,293.15,8.45319,-0.62611,5163.68067,3.4656,2.4914,2.5406,-1.4848,-52.4426,-53.9274
902,293.15,2.83316,-0.5225,19954.23376,7.5385,0.7898,3.2936,2.1436,-66.7809,-47.8352
903,298.15,9.15905,-0.48694,4897.10838,5.766,0.8942,3.1991,0.3832,-66.724,-50.7268
904,298.15,-5.61029,-0.08152,16861.46476,3.6391,0.0,0.9985,-1.0205,-26.7051,-27.4112
905,288.15,9.66143,-0.79094,8069.6368,4.8223,3.2571,3.4517,-1.2879,-77.4167,-78.7046
906,293.15,5.826,-0.33222,7931.21243,5.8716,0.0,1.4665,-1.917,-34.5264,-27.9623
907,298.15,8.36637,-0.30804,2952.86294,2.3351,1.0655,1.4807,-3.2378,-33.3206,-36.5584
908,293.15,6.06379,-0.4342,6208.28653,4.9266,1.1353,2.7987,-4.0812,-63.3076,-63.4254
909,298.15,5.07518,-0.20878,6558.26941,3.5083,0.0,1.3624,-5.1106,-31.0884,-30.4218
910,295.15,6.56526,-0.55225,16447.89728,8.7086,0.0,2.7665,-1.9654,-60.041,-42.2301
911,298.15,7.82405,-0.56541,13945.60676,8.2339,0.0,3.1804,-1.4997,-68.9274,-48.4805
912,300.15,10.42518,-0.51645,6099.77666,6.2191,0.7829,3.2704,1.5006,-67.9875,-49.7148
913,288.15,7.09008,-0.46855,12710.99216,5.6761,0.7004,1.987,-10.0234,-43.461,-53.4844
914,298.15,8.04471,-0.40673,6749.64928,3.8377,1.084,1.9754,-9.2466,-42.1489,-51.3954
915,298.15,10.96396,-1.00975,10652.65528,6.1363,3.0932,5.0001,4.0475,-107.9288,-92.908
916,298.15,9.31458,-0.80941,5958.92966,2.993,3.1206,2.7851,0.4626,-53.3794,-52.9168
917,298.15,-4.50432,-0.08231,16889.36352,3.5777,0.0,1.0148,-1.0212,-27.0314,-28.0526
918,298.15,2.30259,-0.81915,16731.4354,5.2962,1.9621,2.8058,-5.7727,-59.2197,-59.5606
919,293.15,5.29834,-1.0347,29529.04598,7.5189,1.1458,4.754,-8.0114,-93.827,-72.4961
920,293.15,8.64997,-0.57609,6358.83632,6.2071,0.0,3.4211,-6.8423,-62.643,-45.2214
921,298.15,7.86327,-0.93515,13143.48526,6.2062,2.4383,3.2803,5.4904,-69.602,-55.9201
922,297.15,-6.95905,-0.07116,19133.96614,3.1356,0.0,0.9991,0.5131,-26.262,-25.2604
923,293.15,6.39693,-0.87624,5791.80406,2.4335,3.4337,3.0971,-4.4005,-59.5033,-63.9038
924,293.15,3.21887,-0.92975,34546.32204,10.4377,0.7206,4.2678,13.3532,-91.4637,-48.6912
925,293.15,9.81466,-0.31697,3422.71385,4.8836,0.0,2.3182,-1.7705,-46.8853,-33.207
926,293.15,4.86753,-0.10413,3381.33817,1.886,0.0,1.0318,1.1027,-25.8937,-22.5132
927,293.15,5.05369,-0.48732,18703.95469,8.9171,0.0,4.0104,4.489,-87.7687,-49.4185
928,298.15,-3.04524,-0.09154,14788.24376,3.7887,0.0,0.8909,-2.5548,-24.3192,-26.874
929,298.15,5.93385,-0.08816,3230.60715,2.7673,0.0,0.7669,-0.3692,-20.4857,-20.8549
931,285.15,4.06044,-0.20312,8460.00217,5.6434,0.0,2.1182,-10.2446,-51.5475,-51.4913
932,295.15,6.42915,-0.79885,4817.66567,3.4265,2.1028,3.5384,-2.7401,-70.5292,-65.362
933,293.15,9.13748,-0.38366,5596.44479,5.989,0.0,2.521,0.4632,-51.3746,-32.7657
934,288.15,5.91889,-0.21613,4976.99681,4.3353,0.0,0.878,-1.4634,-20.9822,-22.4456
935,293.15,5.65599,-0.56924,4014.70799,3.0567,1.0788,2.9228,-8.8464,-53.6665,-54.3504
936,298.15,0.4638,-0.17661,10252.50888,3.8249,0.0,1.766,4.5982,-39.6914,-29.7743
937,298.15,2.31254,-0.04483,6623.59726,2.0436,0.0,0.5057,2.482,-13.7071,-11.0648
938,298.15,6.55017,-0.34326,10309.31326,6.1947,0.0,1.8223,2.1887,-39.3143,-25.9893
939,298.15,3.53806,-0.3494,11536.9944,4.7542,0.0,0.8973,5.7283,-17.3945,-11.6662
941,298.15,6.21646,-0.08596,2825.72315,2.4916,0.0,0.6518,-0.6302,-17.5379,-17.3324
942,303.15,5.47319,-0.36847,9642.53796,6.3222,0.0,1.6132,1.6679,-37.3988,-25.5234
943,293.15,8.00637,-0.48577,3750.01881,3.5761,1.7489,2.7065,-1.6942,-53.4132,-55.1074
944,293.15,8.3924,-1.04461,19388.1623,8.9115,2.0924,5.1508,-0.946,-103.9291,-98.5318
945,303.15,-10.2488,-0.09739,25175.03226,1.7126,0.0,1.1588,3.2641,-27.1426,-22.782
946,293.15,5.40717,-1.73504,30685.24194,9.8572,3.6474,7.2635,-6.237,-141.2516,-117.225
947,293.15,-4.88617,-0.06882,19166.19484,2.8685,0.0,0.8993,0.5121,-23.6805,-22.7061
948,298.15,6.03069,-0.11222,3775.67957,3.3934,0.0,0.8064,0.4805,-21.6602,-21.1796
949,298.15,2.19717,-0.32101,12260.36883,5.6054,1.0532,2.5724,-10.9825,-61.3532,-63.4734
950,298.15,4.60517,-0.52471,19324.62742,7.0683,0.9966,3.4132,-12.8469,-72.6913,-76.2549
951,288.15,3.52639,-0.16991,8501.67638,4.6625,0.0,1.7124,-10.2643,-41.3542,-45.0848
952,298.15,-4.11047,-0.08901,14768.95643,3.8162,0.0,0.8612,-2.5552,-23.6481,-25.8114
953,293.15,7.38399,-0.45367,5269.72738,3.1898,0.987,2.2767,-3.1524,-45.6699,-54.4347
954,298.15,6.02378,-0.10848,3775.00527,3.4313,0.0,0.8581,0.4804,-22.9596,-22.4792
956,298.15,3.91202,-0.3639,20250.56693,7.093,0.0,3.1282,-1.4909,-64.4598,-48.2698
957,293.15,2.56495,-0.7331,26637.07291,11.1213,0.7316,4.436,-6.7742,-100.7335,-71.4496
958,298.15,3.09104,-0.47025,15602.51711,6.5,0.0,2.1953,-5.1052,-47.5652,-40.5417
959,298.15,-5.31022,-0.08127,16882.58578,3.6071,0.0,0.9954,-1.0209,-26.6034,-27.294
960,298.15,4.95643,-0.46543,19230.75608,8.1611,0.0,2.9711,-5.3258,-56.0484,-46.3812
961,293.15,5.40728,-0.42612,9727.61738,3.826,1.084,2.0505,-6.7178,-43.5513,-50.269
962,298.15,6.21461,-0.063,2776.81926,2.4241,0.0,0.297,-1.3741,-9.1616,-10.5357
964,298.15,2.95491,-0.04923,6770.63697,1.9795,0.0,0.2184,1.4812,-6.9158,-5.306
965,303.15,-11.3996,-0.1014,25230.96603,1.6086,0.0,1.1371,3.2651,-26.5786,-21.8557
966,303.15,6.30262,-0.24483,6190.24256,4.8798,0.0,0.9257,-0.3504,-22.2727,-22.6231
967,298.15,6.95662,-0.70673,10523.77874,6.944,1.8806,3.2443,-0.103,-73.4136,-73.5166
968,293.15,0.78846,-0.82399,35112.61558,9.8055,0.0,2.1058,14.1521,-49.8348,-12.2682
969,298.15,9.75266,-0.46602,1807.10991,0.0,2.615,1.9498,-4.1862,-38.879,-39.3584
970,303.15,-8.00336,-0.1093,22559.13915,2.2964,0.0,1.1937,1.7311,-28.6011,-25.3885
971,293.15,0.83276,-0.55851,28114.11512,9.6338,0.0,3.6895,9.7529,-79.5113,-35.4749
972,298.15,-2.39568,-0.09095,14732.91634,4.0176,0.0,0.9357,-2.5561,-25.577,-28.133
973,298.15,4.20916,-0.05654,5063.22301,2.4806,0.0,0.5276,0.8218,-14.6172,-13.7954
974,298.15,7.37516,-0.6128,6989.36733,3.9807,1.7165,3.1447,-0.4283,-62.911,-57.2045
975,298.15,9.87303,-0.12984,1027.8856,1.7133,0.7393,1.2991,-2.8221,-23.1827,-26.0048
976,298.15,4.22829,-0.0535,5082.3128,2.1375,0.0,0.3378,0.8217,-9.8575,-8.7298
977,298.15,9.90349,-0.81873,14738.04409,8.4059,3.2461,4.9779,-1.2431,-107.8804,-97.9981
978,299.15,2.63899,-0.57371,27767.70785,2.4869,2.1917,2.9462,-1.1516,-63.2347,-64.1077
979,310.15,9.73507,-0.42219,5024.30304,5.6831,0.0,2.528,-2.1444,-55.787,-45.2083
980,298.15,4.02538,-0.57197,20137.08427,7.4478,0.0,3.5553,-0.6714,-76.1859,-64.6006
981,293.15,-1.39837,-0.10883,12780.45621,4.4132,0.0,0.7133,-5.1053,-20.724,-25.8293
982,295.15,8.06552,-0.91644,7278.10148,4.9868,2.2284,4.0171,-0.4917,-81.4576,-71.5083
983,293.15,9.82011,-0.22926,3430.40816,3.1904,0.7838,1.823,-3.0598,-32.1669,-28.8965
984,297.15,3.09156,-0.6373,19257.50153,8.1296,0.0,3.5457,-0.5055,-72.3679,-34.6706
985,298.15,2.03543,-0.93006,31351.28361,10.8193,0.7761,4.1006,-8.9279,-87.6021,-77.665
986,293.15,7.35244,-0.44032,15116.69166,6.995,0.0,1.9117,-7.104,-44.7867,-32.5376
987,293.15,-4.35511,-0.079,16871.198,3.2553,0.0,0.8059,-1.0213,-21.8428,-22.0862
988,298.15,6.60913,-0.12893,2181.15985,2.1692,0.0,1.2978,0.0409,-32.3848,-30.5189
990,293.15,4.31749,-0.29273,9028.10262,5.1332,0.0,0.8898,1.8704,-21.7389,-19.8686
991,298.15,5.86707,-0.08444,3244.09708,2.4597,0.0,0.6248,-0.3677,-16.8762,-16.583
992,293.15,2.3979,-0.52549,21984.5362,9.4561,0.0,3.4279,7.1431,-76.3724,-39.0001
993,298.15,7.24416,-0.99757,18421.36509,8.0098,2.0481,4.4343,-1.9671,-88.6864,-84.311
994,293.15,8.80486,-0.62342,6887.55135,6.4952,0.0,3.6708,-7.197,-69.2712,-48.8841
995,294.15,8.16905,-1.02908,35016.0572,12.4544,0.7777,5.0871,15.0469,-109.0433,-48.1682
996,303.15,-7.91125,-0.11681,22558.45761,2.5294,0.0,1.3207,1.7327,-31.7039,-28.0546
997,293.15,-3.52572,-0.08047,16886.30001,3.4559,0.0,0.925,-1.0202,-24.8162,-25.3544
999,298.15,0.98954,-0.59687,23714.1899,9.4129,0.0,2.7719,-4.9844,-63.7513,-53.3676
1001,303.15,-10.2488,-0.09457,25207.27113,1.7005,0.0,1.1567,3.2634,-27.1811,-22.5086
1002,298.15,9.96176,-0.55973,5942.97458,4.5813,1.7406,2.3237,-0.5076,-52.5329,-53.0405
1003,298.15,4.06969,-1.02301,19083.94898,6.3396,1.9431,3.899,-2.3986,-78.8978,-66.1468
1004,298.15,-8.15722,-0.06905,19128.8471,2.8092,0.0,0.8475,0.5124,-22.4127,-21.1393
1007,298.15,7.7107,-0.97287,16317.79392,7.69,2.1079,4.4425,-3.0746,-88.524,-85.0609
1008,293.15,8.83928,-0.52138,5133.59247,5.1079,0.0,3.0216,-7.8471,-55.1979,-42.5105
1009,295.15,2.64017,-0.60491,12017.23793,5.3391,0.9413,3.4673,-14.9808,-67.3408,-72.5649
1011,303.15,9.54681,-0.15536,3539.97265,3.0042,0.0,0.7943,-1.9186,-18.3799,-20.2933
1012,298.15,-4.17339,-0.08164,16872.34121,3.6056,0.0,0.9891,-1.0206,-26.4544,-27.1678
1014,298.15,4.86753,-0.25462,6648.84637,1.7411,1.0585,1.4532,-4.6599,-29.2125,-33.8724
1016,298.15,6.01616,-0.06744,3176.96989,2.561,0.0,0.3732,-1.1145,-11.0717,-12.1861
1018,298.15,2.30349,-0.05489,6725.65624,2.5003,0.0,0.5325,1.4804,-14.7499,-13.2695
1020,293.15,-2.30173,-0.0904,14770.7643,3.8354,0.0,0.8677,-2.5546,-23.8179,-25.9676
1021,298.15,6.81014,-0.77134,13534.26396,9.0855,0.8166,4.2898,0.4196,-85.6739,-64.1935
1023,295.15,2.99976,-1.02388,26610.54003,12.7523,0.0,5.7943,0.5546,-116.8329,-75.7163
1024,298.15,1.42618,-0.87996,26008.29107,10.4804,0.8084,4.1098,-11.145,-87.6058,-79.9819
1025,293.15,-2.55041,-0.09171,14748.9468,4.0334,0.0,0.953,-2.5548,-25.9968,-28.5516
1026,295.15,5.70281,-0.62037,6854.55947,5.1717,0.9499,3.5586,-7.0806,-67.7715,-63.2017
1027,293.15,4.29046,-0.35098,16874.99214,7.153,0.0,2.557,-0.0253,-51.0657,-33.9612
1028,298.15,7.03878,-0.11753,2065.05496,3.0587,0.0,1.0083,-1.423,-26.4078,-27.8307
1029,298.15,7.40853,-0.74129,6507.99818,4.2892,3.0246,3.881,0.411,-73.5142,-59.0381
1030,295.15,6.62007,-0.58164,5582.871,4.2634,1.0108,3.3361,-8.1988,-63.2915,-62.0462
1031,298.15,4.69135,-0.16002,5606.79781,3.9231,0.0,1.0828,-4.2397,-21.9732,-23.2847
1032,293.15,9.21023,-0.47049,4255.21865,1.0085,2.2051,2.4336,-7.121,-47.7345,-54.8556
1033,293.15,5.16479,-0.26773,8818.2764,5.6107,0.0,0.9267,-4.8228,-19.1219,-23.9447
1034,293.15,4.82112,-0.53984,21905.21289,8.4236,0.0,3.2507,8.4976,-74.0052,-23.0427
1035,298.15,5.7589,-0.94913,17435.27963,8.4242,1.7526,3.7141,4.7352,-80.1647,-68.1189
1036,295.15,4.70026,-0.65132,8250.37277,5.7224,0.9195,3.6706,-5.9684,-70.2476,-63.8772
1037,298.15,4.24992,-0.83848,17640.12025,7.2454,1.4822,3.9025,4.1634,-81.5619,-57.6424
1038,298.15,3.91202,-0.25964,9042.86095,1.6558,0.9957,1.3434,-3.8656,-26.2891,-30.1548
1040,293.15,3.70623,-0.79728,22876.31309,10.6631,0.0,4.2281,-11.3709,-89.3162,-79.3174
1041,283.15,7.02108,-0.8657,7349.77366,3.3583,3.783,3.7447,-5.4482,-80.6112,-82.6817
1042,298.15,4.35104,-0.39749,22398.00074,7.3843,0.0,2.6934,-15.8391,-51.3161,-51.154
1043,298.15,3.40123,-0.57946,16270.85046,7.2124,0.0,1.9693,-6.1698,-45.6995,-31.3027
1044,293.15,9.61572,-0.59586,7684.38404,4.6198,2.0019,2.3889,2.1598,-53.7016,-51.5418
1046,293.15,4.55381,-0.30806,7501.69926,5.2357,0.0,2.2929,-12.5729,-43.065,-48.7285
1047,298.15,6.02332,-0.10887,3774.75271,3.4576,0.0,0.861,0.4809,-23.0553,-22.5743
1048,298.15,3.9119,-0.37489,12270.36353,5.828,1.2527,2.8646,-10.9687,-68.267,-67.9749
1049,298.15,3.30302,-0.66335,15425.16568,6.5451,1.2711,2.9079,-9.0374,-65.7415,-63.0002
1050,295.15,3.91459,-0.94071,21499.71181,11.8575,0.0,5.5646,-1.7082,-112.425,-76.8342
1051,298.15,8.11169,-0.36563,3888.77561,2.3059,0.9152,1.9439,-0.9586,-38.1607,-32.8274
1053,298.15,-0.91629,-0.09874,12801.63715,4.1615,0.0,0.7853,-4.0894,-22.1829,-26.2723
1055,298.15,7.95174,-0.92798,8932.0157,4.3848,2.0877,3.6528,0.6881,-68.5122,-60.6409
1056,293.15,6.56386,-0.20433,4980.89495,4.2848,0.0,0.8494,-1.4724,-20.4537,-21.9262
1057,295.15,6.21461,-0.68552,11121.78446,6.3241,1.4691,3.1984,-4.5057,-64.6503,-69.1561
1058,298.15,-4.50432,-0.08122,16839.3278,3.6214,0.0,0.9735,-1.0221,-26.1031,-26.8157
1059,298.15,-4.1799,-0.09196,14757.13641,4.0235,0.0,0.9477,-2.5544,-25.8636,-28.418
1060,293.15,2.19711,-0.56275,22339.40474,7.9681,0.8693,3.4286,3.2626,-70.6181,-52.0572
1061,298.15,2.73437,-0.31827,11808.36392,6.4955,0.0,1.5041,-8.4453,-36.2516,-35.8117
1062,293.15,2.4247,-0.22486,9008.23958,3.7383,0.0,1.8033,5.2372,-38.1133,-25.2819
1063,293.15,3.43076,-0.79085,36667.936,13.1398,0.0,4.3542,-3.4046,-98.6986,-51.7483
1064,294.15,8.19974,-0.44319,7301.2186,5.8085,0.9023,2.2355,0.5673,-50.8042,-50.2369
1065,298.15,1.09861,-0.29931,8920.59563,3.9595,0.0,1.9649,8.2607,-48.5466,-27.8121
1067,298.15,2.63901,-0.46024,25757.27332,9.4162,0.0,2.5854,-9.4505,-60.6999,-68.4871
1068,293.15,3.16548,-1.31013,15714.94521,4.8016,3.8522,4.1752,-4.4781,-85.1398,-76.5239
1069,298.15,4.56334,-0.67249,19481.62027,9.0289,0.0,2.92,8.7206,-65.9519,-6.3368
1070,293.15,10.27849,-0.15697,3271.98604,3.3717,0.0,0.7901,-3.3333,-15.5921,-18.9254
1071,298.15,2.39698,-0.84402,23430.2731,9.8982,0.8015,3.9867,-12.2627,-84.8292,-79.9441
1072,293.15,5.22036,-0.45268,12516.02137,5.5237,0.0,2.829,-6.7838,-50.8263,-47.2824
1073,298.15,5.08089,-0.40369,5440.73748,4.2898,0.8785,1.6069,-1.7963,-36.488,-38.2843
1074,298.15,3.89182,-0.90918,17611.50337,5.5957,1.2769,3.9762,-10.9789,-79.8158,-70.4296
1075,310.15,8.21608,-0.53219,10298.30917,6.5642,0.8831,2.4365,2.7232,-55.5281,-43.1071
1076,293.15,6.17379,-0.74039,12778.21516,6.7637,0.7255,3.1557,0.4472,-66.3953,-51.3035
